# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-9604323	Negative regulation of NOTCH4 signaling	15	37	1.68940418017e-07	4.19816938773e-06
R-HSA-350562	Regulation of ornithine decarboxylase (ODC)	15	37	1.68940418017e-07	4.19816938773e-06
R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	15	37	1.68940418017e-07	4.19816938773e-06
R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	22	74	1.68431305416e-07	4.19816938773e-06
R-HSA-4641257	Degradation of AXIN	15	37	1.68940418017e-07	4.19816938773e-06
R-HSA-68949	Orc1 removal from chromatin	18	52	1.7368034464e-07	4.21068933103e-06
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	16	42	1.83235199077e-07	4.33656637817e-06
R-HSA-4641258	Degradation of DVL	15	38	2.56825279167e-07	5.9368448254e-06
R-HSA-5687128	MAPK6/MAPK4 signaling	21	70	2.70778702013e-07	6.11713704093e-06
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	35	161	2.87911442835e-07	6.35964387062e-06
R-HSA-195253	Degradation of beta-catenin by the destruction complex	17	49	3.68280032172e-07	7.95805112999e-06
R-HSA-72702	Ribosomal scanning and start codon recognition	16	45	5.53988679757e-07	1.14692678704e-05
R-HSA-8941858	Regulation of RUNX3 expression and activity	15	40	5.65386444313e-07	1.14692678704e-05
R-HSA-72649	Translation initiation complex formation	16	45	5.53988679757e-07	1.14692678704e-05
R-HSA-9755511	KEAP1-NFE2L2 pathway	18	56	6.18003533988e-07	1.22859102557e-05
R-HSA-9824272	Somitogenesis	15	41	8.20430989738e-07	1.51020074778e-05
R-HSA-5610783	Degradation of GLI2 by the proteasome	15	41	8.20430989738e-07	1.51020074778e-05
R-HSA-5610780	Degradation of GLI1 by the proteasome	15	41	8.20430989738e-07	1.51020074778e-05
R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	15	41	8.20430989738e-07	1.51020074778e-05
R-HSA-2995383	Initiation of Nuclear Envelope (NE) Reformation	10	19	1.06905335814e-06	1.93207097817e-05
R-HSA-72163	mRNA Splicing - Major Pathway	38	195	1.65402496409e-06	2.93589431126e-05
R-HSA-1169091	Activation of NF-kappaB in B cells	16	49	2.05515227893e-06	3.58389713203e-05
R-HSA-8948751	Regulation of PTEN stability and activity	16	50	2.78076189756e-06	4.68487682402e-05
R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	16	50	2.78076189756e-06	4.68487682402e-05
R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	15	45	3.19933151949e-06	5.12925085543e-05
R-HSA-4608870	Asymmetric localization of PCP proteins	15	45	3.19933151949e-06	5.12925085543e-05
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	15	45	3.19933151949e-06	5.12925085543e-05
R-HSA-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	10	21	3.47078935663e-06	5.47613431823e-05
R-HSA-390450	Folding of actin by CCT/TriC	7	10	3.53899056827e-06	5.49649472634e-05
R-HSA-68867	Assembly of the pre-replicative complex	18	63	4.19355795934e-06	6.41291786397e-05
R-HSA-8939902	Regulation of RUNX2 expression and activity	16	53	6.5313089227e-06	9.83654707449e-05
R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C	15	48	7.90731521695e-06	0.000117311512323
R-HSA-9013408	RHOG GTPase cycle	19	72	8.26091161719e-06	0.000120755090404
R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	16	54	8.54060046157e-06	0.000122601003981
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	18	66	8.63387351981e-06	0.000122601003981
R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin	15	49	1.04891518074e-05	0.000146848125304
R-HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex	13	39	1.45317442134e-05	0.000200618802058
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	10	24	1.51388239567e-05	0.000206136863191
R-HSA-9837999	Mitochondrial protein degradation	22	95	1.6182481402e-05	0.000217370088021
R-HSA-5632684	Hedgehog 'on' state	15	52	2.32691556491e-05	0.000308393876203
R-HSA-191859	snRNP Assembly	14	48	3.78835660177e-05	0.00049160658685
R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6	15	54	3.80822003898e-05	0.00049160658685
R-HSA-140342	Apoptosis induced DNA fragmentation	7	13	4.00139909977e-05	0.000509921885279
R-HSA-5625740	RHO GTPases activate PKNs	9	22	4.8761834786e-05	0.000605865797216
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	15	55	4.82067101236e-05	0.000605865797216
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	17	68	5.22190124637e-05	0.000640811091221
R-HSA-5689603	UCH proteinases	18	75	5.68765141996e-05	0.000689454330664
R-HSA-159227	Transport of the SLBP independent Mature mRNA	11	33	6.65299738189e-05	0.000778419955748
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	6	10	6.65650867591e-05	0.000778419955748
R-HSA-3371511	HSF1 activation	6	10	6.65650867591e-05	0.000778419955748
R-HSA-6798695	Neutrophil degranulation	62	438	7.83258105819e-05	0.000905300647888
R-HSA-159230	Transport of the SLBP Dependant Mature mRNA	11	34	9.06852964197e-05	0.00103610557059
R-HSA-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	17	71	9.37748746758e-05	0.00105922983441
R-HSA-9856649	Transcriptional and post-translational regulation of MITF-M expression and activity	13	46	0.000102492565404	0.00114469224732
R-HSA-5607764	CLEC7A (Dectin-1) signaling	15	59	0.000116140464673	0.00128270690983
R-HSA-9020702	Interleukin-1 signaling	16	66	0.000127957892551	0.00139769390325
R-HSA-180746	Nuclear import of Rev protein	10	30	0.000142949886023	0.00154448029029
R-HSA-5578749	Transcriptional regulation by small RNAs	16	67	0.0001547492188	0.00165398627406
R-HSA-2871837	FCERI mediated NF-kB activation	15	61	0.000174114409872	0.00184116727035
R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	8	21	0.000234046017778	0.00244886043865
R-HSA-165054	Rev-mediated nuclear export of HIV RNA	10	32	0.000261358510143	0.00270614957377
R-HSA-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	9	27	0.000308295819722	0.00315923757529
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	19	93	0.000349354885774	0.00354345669856
R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	11	39	0.000354437463008	0.00355869533565
R-HSA-5689880	Ub-specific processing proteases	28	165	0.000446755560607	0.00443804938784
R-HSA-159231	Transport of Mature mRNA Derived from an Intronless Transcript	11	40	0.000450948680253	0.00443804938784
R-HSA-2980766	Nuclear Envelope Breakdown	5	9	0.000464832511878	0.00452983840006
R-HSA-9609690	HCMV Early Events	18	89	0.000563157239409	0.00538248361512
R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	9	29	0.000561922458246	0.00538248361512
R-HSA-168276	NS1 Mediated Effects on Host Pathways	10	35	0.000584684975685	0.00553501776982
R-HSA-9610379	HCMV Late Events	16	75	0.000608027623302	0.00570169299587
R-HSA-2467813	Separation of Sister Chromatids	27	160	0.000613785324841	0.00570189357843
R-HSA-9753510	Signaling by RAS GAP mutants	3	3	0.000659877629172	0.00601759966419
R-HSA-9753512	Signaling by RAS GTPase mutants	3	3	0.000659877629172	0.00601759966419
R-HSA-168271	Transport of Ribonucleoproteins into the Host Nucleus	9	30	0.000741482132043	0.00665769278188
R-HSA-6807878	COPI-mediated anterograde transport	18	91	0.000743464686911	0.00665769278188
R-HSA-9725370	Signaling by ALK fusions and activated point mutants	12	49	0.000794501375939	0.00705119971146
R-HSA-8856828	Clathrin-mediated endocytosis	21	115	0.000850060369037	0.00747752218428
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	5	10	0.000863099937015	0.0075256257666
R-HSA-2299718	Condensation of Prophase Chromosomes	10	37	0.000945327341502	0.00817091632568
R-HSA-4419969	Depolymerization of the Nuclear Lamina	6	15	0.001083180416	0.00904774229834
R-HSA-416993	Trafficking of GluR2-containing AMPA receptors	6	15	0.001083180416	0.00904774229834
R-HSA-2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	6	15	0.001083180416	0.00904774229834
R-HSA-9665348	Signaling by ERBB2 ECD mutants	6	15	0.001083180416	0.00904774229834
R-HSA-1169408	ISG15 antiviral mechanism	14	65	0.00118695701879	0.00980190785229
R-HSA-6802952	Signaling by BRAF and RAF1 fusions	13	58	0.00119318999007	0.00980190785229
R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	9	32	0.00124055915189	0.00994448223367
R-HSA-68616	Assembly of the ORC complex at the origin of replication	9	32	0.00124055915189	0.00994448223367
R-HSA-180910	Vpr-mediated nuclear import of PICs	9	32	0.00124055915189	0.00994448223367
R-HSA-204005	COPII-mediated vesicle transport	14	66	0.00138838151387	0.0110404097983
R-HSA-5675482	Regulation of necroptotic cell death	7	21	0.00145640562007	0.0114894221139
R-HSA-9735871	SARS-CoV-1 targets host intracellular signalling and regulatory pathways	5	11	0.0014693123009	0.0114999718669
R-HSA-9013405	RHOD GTPase cycle	12	53	0.00166202147447	0.0129066355127
R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	10	40	0.00181049800148	0.0136335985869
R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	10	40	0.00181049800148	0.0136335985869
R-HSA-9649948	Signaling downstream of RAS mutants	10	40	0.00181049800148	0.0136335985869
R-HSA-202424	Downstream TCR signaling	15	75	0.00178109058631	0.0136335985869
R-HSA-9013418	RHOBTB2 GTPase cycle	7	22	0.00197743098563	0.0145820573677
R-HSA-3301854	Nuclear Pore Complex (NPC) Disassembly	9	34	0.00198046050769	0.0145820573677
R-HSA-9754678	SARS-CoV-2 modulates host translation machinery	9	34	0.00198046050769	0.0145820573677
R-HSA-9860927	Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells	8	28	0.0020636440908	0.0150828104872
R-HSA-9665249	Resistance of ERBB2 KD mutants to afatinib	3	4	0.00246753866261	0.0161364041489
R-HSA-9665247	Resistance of ERBB2 KD mutants to osimertinib	3	4	0.00246753866261	0.0161364041489
R-HSA-9665246	Resistance of ERBB2 KD mutants to neratinib	3	4	0.00246753866261	0.0161364041489
R-HSA-9665245	Resistance of ERBB2 KD mutants to tesevatinib	3	4	0.00246753866261	0.0161364041489
R-HSA-9665244	Resistance of ERBB2 KD mutants to sapitinib	3	4	0.00246753866261	0.0161364041489
R-HSA-9841251	Mitochondrial unfolded protein response (UPRmt)	6	17	0.00230151795689	0.0161364041489
R-HSA-9665250	Resistance of ERBB2 KD mutants to AEE788	3	4	0.00246753866261	0.0161364041489
R-HSA-9665251	Resistance of ERBB2 KD mutants to lapatinib	3	4	0.00246753866261	0.0161364041489
R-HSA-5627117	RHO GTPases Activate ROCKs	6	17	0.00230151795689	0.0161364041489
R-HSA-5099900	WNT5A-dependent internalization of FZD4	5	12	0.00233930657535	0.0161364041489
R-HSA-9665233	Resistance of ERBB2 KD mutants to trastuzumab	3	4	0.00246753866261	0.0161364041489
R-HSA-9665737	Drug resistance in ERBB2 TMD/JMD mutants	3	4	0.00246753866261	0.0161364041489
R-HSA-182218	Nef Mediated CD8 Down-regulation	3	4	0.00246753866261	0.0161364041489
R-HSA-170984	ARMS-mediated activation	3	4	0.00246753866261	0.0161364041489
R-HSA-156842	Eukaryotic Translation Elongation	3	4	0.00246753866261	0.0161364041489
R-HSA-9652282	Drug-mediated inhibition of ERBB2 signaling	3	4	0.00246753866261	0.0161364041489
R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	8	29	0.00263572852226	0.0170124295528
R-HSA-9735869	SARS-CoV-1 modulates host translation machinery	7	23	0.00263178138164	0.0170124295528
R-HSA-4615885	SUMOylation of DNA replication proteins	10	42	0.0026800625364	0.0170768087255
R-HSA-4570464	SUMOylation of RNA binding proteins	10	42	0.0026800625364	0.0170768087255
R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	11	49	0.00275559675332	0.0174462622471
R-HSA-9656223	Signaling by RAF1 mutants	9	36	0.00303572576115	0.0188594462911
R-HSA-5674135	MAP2K and MAPK activation	9	36	0.00303572576115	0.0188594462911
R-HSA-74751	Insulin receptor signalling cascade	4	8	0.0030132983297	0.0188594462911
R-HSA-5619107	Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	8	30	0.00332454539135	0.020273608092
R-HSA-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	8	30	0.00332454539135	0.020273608092
R-HSA-171306	Packaging Of Telomere Ends	8	30	0.00332454539135	0.020273608092
R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	5	13	0.00353109816964	0.0214018998818
R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	12	58	0.00371204975277	0.0223622876016
R-HSA-9013106	RHOC GTPase cycle	14	73	0.00374908762313	0.0224493560084
R-HSA-912446	Meiotic recombination	11	51	0.00383793286593	0.0228437441242
R-HSA-4085377	SUMOylation of SUMOylation proteins	8	31	0.00414520153752	0.0245257757637
R-HSA-6790901	rRNA modification in the nucleus and cytosol	12	59	0.00429957939033	0.0252886503786
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	6	19	0.00433820653341	0.0253657487895
R-HSA-9856872	Malate-aspartate shuttle	4	9	0.00505207098401	0.0289863580906
R-HSA-5637810	Constitutive Signaling by EGFRvIII	5	14	0.00510323205821	0.0289863580906
R-HSA-9755779	SARS-CoV-2 targets host intracellular signalling and regulatory pathways	4	9	0.00505207098401	0.0289863580906
R-HSA-69166	Removal of the Flap Intermediate	5	14	0.00510323205821	0.0289863580906
R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	5	14	0.00510323205821	0.0289863580906
R-HSA-1221632	Meiotic synapsis	11	53	0.00523524373451	0.0295672288188
R-HSA-73728	RNA Polymerase I Promoter Opening	7	26	0.00560851101964	0.0314963839182
R-HSA-1169092	Activation of RAS in B cells	3	5	0.00576876293269	0.0320343595257
R-HSA-114516	Disinhibition of SNARE formation	3	5	0.00576876293269	0.0320343595257
R-HSA-110330	Recognition and association of DNA glycosylase with site containing an affected purine	8	33	0.00624539064061	0.034109441191
R-HSA-110331	Cleavage of the damaged purine	8	33	0.00624539064061	0.034109441191
R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	8	33	0.00624539064061	0.034109441191
R-HSA-72165	mRNA Splicing - Minor Pathway	10	47	0.00634236464908	0.0344497839409
R-HSA-1268020	Mitochondrial protein import	12	62	0.00651988728095	0.0352215649851
R-HSA-6784531	tRNA processing in the nucleus	11	55	0.00700642521622	0.0376453333239
R-HSA-110320	Translesion Synthesis by POLH	5	15	0.00711325787915	0.0380138619993
R-HSA-9636667	Manipulation of host energy metabolism	2	2	0.00758780340821	0.0394883590982
R-HSA-73856	RNA Polymerase II Transcription Termination	12	63	0.00743337701582	0.0394883590982
R-HSA-9843970	Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex	8	34	0.00755767683535	0.0394883590982
R-HSA-3232142	SUMOylation of ubiquitinylation proteins	8	34	0.00755767683535	0.0394883590982
R-HSA-192905	vRNP Assembly	2	2	0.00758780340821	0.0394883590982
R-HSA-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	4	10	0.00784471834865	0.0406127606175
R-HSA-9833482	PKR-mediated signaling	12	64	0.00844440173065	0.0434908565817
R-HSA-5334118	DNA methylation	7	28	0.00866361213451	0.0443898477407
R-HSA-9035034	RHOF GTPase cycle	9	42	0.00897576477534	0.0455199499321
R-HSA-168325	Viral Messenger RNA Synthesis	9	42	0.00897576477534	0.0455199499321
R-HSA-5625900	RHO GTPases activate CIT	5	16	0.00961636815939	0.0480335173389
R-HSA-9664565	Signaling by ERBB2 KD Mutants	6	22	0.00952212251012	0.0480335173389
R-HSA-264642	Acetylcholine Neurotransmitter Release Cycle	5	16	0.00961636815939	0.0480335173389
