# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	11	90	0.000432051807174	0.00475256987891
R-HSA-2408522	Selenoamino acid metabolism	4	11	0.000480152053861	0.00520512661287
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	11	95	0.000688710676035	0.00735936550963
R-HSA-110312	Translesion synthesis by REV1	4	12	0.000699479134346	0.00736916045761
R-HSA-72689	Formation of a pool of free 40S subunits	10	81	0.000722048098862	0.00750127747151
R-HSA-2467813	Separation of Sister Chromatids	15	160	0.000783541776267	0.00802861984449
R-HSA-156902	Peptide chain elongation	9	68	0.000795347711752	0.00803946065393
R-HSA-192823	Viral mRNA Translation	9	69	0.000885694831567	0.00883332978683
R-HSA-5655862	Translesion synthesis by POLK	4	13	0.000981287291896	0.00953250512127
R-HSA-5656121	Translesion synthesis by POLI	4	13	0.000981287291896	0.00953250512127
R-HSA-72764	Eukaryotic Translation Termination	9	72	0.00120789968572	0.0115834482682
R-HSA-69166	Removal of the Flap Intermediate	4	14	0.00133432229987	0.0121716229305
R-HSA-5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	4	14	0.00133432229987	0.0121716229305
R-HSA-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	4	14	0.00133432229987	0.0121716229305
R-HSA-2408557	Selenocysteine synthesis	9	73	0.00133421128351	0.0121716229305
R-HSA-111367	SLBP independent Processing of Histone Pre-mRNAs	3	7	0.00153819066855	0.0138622484347
R-HSA-2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	4	15	0.00176730672865	0.0155522992121
R-HSA-110320	Translesion Synthesis by POLH	4	15	0.00176730672865	0.0155522992121
R-HSA-77588	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	3	8	0.00239437923634	0.0208255310324
R-HSA-912446	Meiotic recombination	7	51	0.00243679351458	0.0209508224012
R-HSA-9837999	Mitochondrial protein degradation	10	95	0.00246932557047	0.020989267349
R-HSA-174437	Removal of the Flap Intermediate from the C-strand	4	17	0.00290743591902	0.0244355288475
R-HSA-3000171	Non-integrin membrane-ECM interactions	6	40	0.00313176783496	0.0260284704506
R-HSA-390450	Folding of actin by CCT/TriC	3	10	0.00485712302731	0.0394905220046
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	3	10	0.00485712302731	0.0394905220046
R-HSA-9610379	HCMV Late Events	8	75	0.00602848685378	0.0484871845874
