#Position	OddsRatio	P-value
206	1.26857142857	0.571911374439
207	1.26857142857	0.571911374439
208	1.26857142857	0.571911374439
209	1.26857142857	0.571911374439
210	1.26857142857	0.571911374439
211	1.26857142857	0.571911374439
212	1.26857142857	0.571911374439
213	1.26857142857	0.571911374439
214	1.26857142857	0.571911374439
215	1.26857142857	0.571911374439
216	1.26857142857	0.571911374439
217	1.26857142857	0.571911374439
218	1.26857142857	0.571911374439
219	2.90849673203	0.19010260029
220	2.90849673203	0.19010260029
221	1.26857142857	0.571911374439
222	1.26857142857	0.571911374439
223	2.90849673203	0.19010260029
224	2.90849673203	0.19010260029
225	2.90849673203	0.19010260029
226	5.06818181818	0.0399530823656
227	5.06818181818	0.0399530823656
228	5.06818181818	0.0399530823656
229	5.06818181818	0.0399530823656
